artist,genre
yungatita,No Genre
Take Care,Slowcore
The Moldy Peaches,Folk
The Moldy Peaches,Punk
Lontalius,_Edit
Lontalius,Pop
Lontalius,Queer
Modern Baseball,Midwest Emo
Modern Baseball,Emo
Modern Baseball,Pop
Modern Baseball,Punk
Modern Baseball,Rock
Guti,No Genre
Cocteau Twins,Pop
Cocteau Twins,Shoegaze
Cocteau Twins,Rock
i don't like mirrors,Slowcore
Jack Stauber,Experimental
Jack Stauber,Pop
Jack Stauber,Indie
Jack Stauber,Lo-fi
Hop Along,Acoustic
Hop Along,Rock
Hop Along,Folk
dandelion hands,Spoken Word
Last Dinosaurs,No Genre
Relient K,Rock
Relient K,Pop
Pixies,Rock
Fontaines D.C.,Punk
ChillPanic,Drift Phonk
Dxrk ダーク,Phonk
Dxrk ダーク,Drift Phonk
Luga,Phonk
Luga,Drift Phonk
Gucci Mane,Criminal
Gucci Mane,Hip Hop
Gucci Mane,Trap
MUPP,Phonk
MUPP,Drift Phonk
TWISTED,Phonk
TWISTED,Drift Phonk
PlayaPhonk,Phonk
PlayaPhonk,Drift Phonk
Phonkmode,Brazilian Phonk
Phonkmode,Phonk
Hensonn,Phonk
Hensonn,Drift Phonk
hypnoprism,No Genre
Yury,No Genre
akiaura,Electronic
akiaura,Phonk
SLO,No Genre
Pharmacist,Phonk
Pharmacist,Drift Phonk
n$vd,Drift Phonk
n$vd,Phonk
DRAGONMANE,Phonk
DRAGONMANE,Drift Phonk
Scythermane,Phonk
Scythermane,Brazilian Phonk
Scythermane,Funk
N40,No Genre
Mannequin,Electronic
Teddy.Xoxo,No Genre
Roby Koenigs,Brazilian Phonk
vyrval,Phonk
maxon,Hip Hop
plenka,Electronic
plenka,Phonk
plenka,Drift Phonk
Blind Guardian,Alemanha
Blind Guardian,German
Blind Guardian,Metal
Blind Guardian,Power Metal
Blind Guardian,Progressive Metal
Sayfalse,Phonk
Sayfalse,Brazilian Phonk
Kento!,Electronic
Noer the Boy,Drumstep
Noer the Boy,Bass Music
LeDoc,Phonk
teefaygoo,No Genre
DJ Javi26,Phonk
DJ Javi26,Brazilian Phonk
DJ Javi26,Electronic
NEXUZ,Phonk
NEXUZ,Brazilian Phonk
V.I.P.N,Electronic
Connor Treacy,Hipdut
#NAME?,Phonk
#NAME?,Brazilian Phonk
#NAME?,Electronic
ハロー！プロジェクト,Hello Project
ハロー！プロジェクト,つんく♂プロデュース
CURSEDEVIL,Phonk
CURSEDEVIL,Brazilian Phonk
Zurvyy,Phonk
Zurvyy,Brazilian Phonk
SEIINEN,No Genre
PK,No Genre
PLAYAMANE,Phonk
PLAYAMANE,Drift Phonk
BOMBEI.exe,Electronic
WEEDMANE,Phonk
WEEDMANE,Drift Phonk
HAIKU,Electronic
Rise Against,Punk
Rise Against,Melodic Hardcore
Rise Against,Pop
Rise Against,Rock
VISXGE,Phonk
VISXGE,Brazilian Phonk
VISXGE,Drift Phonk
Sam Cooke,R&B
Ezell,Drill
Girls' Generation,Pop
ADTurnUp,No Genre
Miles Away,Hardcore
Miles Away,Punk
Miles Away,Melodic Hardcore
BEAUZ,Electronic
Hossam Ramzy,Flamenco
Lévon Minassian,Sufi
Sercan Peşan,Sufi
Sercan Peşan,Qawwali
Sercan Peşan,Electronic
Brian Tyler,Soundtrack
Falcom Sound Team jdk,Falcom
Falcom Sound Team jdk,Soundtrack
Falcom Sound Team jdk,Vgm
Arash,Electronic
KAI,Pop
TRI.BE,Pop
RAINBOW,Pop
Gist,Rap
TOIL,Rap
TOIL,K-Ballad
ZODIVK,Phonk
ZODIVK,Brazilian Phonk
ZODIVK,Drift Phonk
Coogie,Rap
GFRIEND,Pop
MeloMance,K-Ballad
MeloMance,Pop
Lee Mujin,K-Ballad
JIHYO,Pop
Yoo‐Yoo,No Genre
SURAN,Pop
Vincent Blue,Soundtrack
MAMAMOO,Pop
Jamie,Soundtrack
Kim Jong Wan of NELL,Soundtrack
Han Hee Jung,Soundtrack
JOY,Pop
KIMMUSEUM,No Genre
Say Sue Me,Pop
オフコース,オフ・コース
KLANG,Soundtrack
Jukjae,K-Ballad
Sung Hoon,Soundtrack
Kim Kyung Hee,Soundtrack
Jang Beom June,K-Ballad
하성운,Pop
YooA,Pop
Moon Byul,Pop
Teddy Swims,Rock
Teddy Swims,Country
Teddy Swims,Pop
Teddy Swims,R&B
Teddy Swims,Blues
gqtis,Phonk
gqtis,Drift Phonk
gqtis,Brazilian Phonk
SCXR SOUL,Phonk
SCXR SOUL,Drift Phonk
ONIMXRU,Phonk
ONIMXRU,Drift Phonk
ONIMXRU,Brazilian Phonk
ixaras,No Genre
Sunkissed,No Genre
Heize,K-Ballad
Heize,Pop
DellaXOZ,Lo-fi
Aitch,Grime
Aitch,Uk Grime
Aitch,Drill
Benji Blue Bills,No Genre
Maz B,R&B
Eem Triplin,Hip Hop
Eem Triplin,Trap
John Glacier,Hip Hop
Spacey Jane,Rock
Samia,Pop
BLOND:ISH,Electronic
BLOND:ISH,Techengue
Yami Safdie,Pop
IVE,Pop
Michael Marcagi,No Genre
John Summit,Electronic
Link Wray,Power Chord
Link Wray,Rock
Link Wray,Usa
Ryan Ellis,Worship
Ryan Ellis,Christian
Ryan Ellis,R&B
Ryan Ellis,Pop
The Weather Station,Folk
River Tiber,No Genre
Harriette,Lo-fi
Harriette,Pop
Piero Piccioni,Jazz
Balu Brigada,No Genre
PA Sports,Hip Hop
PA Sports,Rap
dyl dion,Pop
Cherry Bullet,Pop
SUNMI,Pop
RIIZE,Pop
AKMU,K-Ballad
AKMU,Pop
Poolside,Nu Disco
Kowloon,No Genre
Natacha Atlas,Arabic
Natacha Atlas,Pop
Natacha Atlas,Belgian
Natacha Atlas,Electronic
Natacha Atlas,World
BOYO,Pop
Freak Slug,Lo-fi
Freak Slug,Pop
Hether,Pop
Sarah and the Sundays,No Genre
Tokyo Tea Room,Pop
binki,Alternative
Hoops,Pop
Hoops,Rock
Day Wave,Pop
Day Wave,Rock
Marq,No Genre
Patti Page,American
Patti Page,Country
Patti Page,Pop
Aziya,No Genre
Rebounder,No Genre
Jai Jai,No Genre
Rin,No Genre
Anyone Awake,No Genre
Trevor Morris,Composer
Trevor Morris,Soundtrack
Trevor Morris,Game Music
The Sewing Club,Shoegaze
ggwendolyn,No Genre
diet lemon,No Genre
Sophie Truax,Pop
Lexie Carroll,No Genre
Hunxho,Hip Hop
Hunxho,Trap
G. G. Anderson,Schlager
Julia Jacklin,Country
Julia Jacklin,Rock
Julia Jacklin,Folk
Julia Jacklin,Pop
MIKE,Hip Hop
MIKE,Rap
FloyyMenor,Latin
Ela Minus,Pop
Tyler Braden,Country
Sunny War,Punk
Sunny War,Country
Keke Palmer,Queer
Carbon Leaf,Country
Carbon Leaf,Bluegrass
Carbon Leaf,Celtic
Carbon Leaf,Rock
Carbon Leaf,Folk
The Offspring,Punk
T. Rex,Rock
T. Rex,Punk
Perfume Genius,Pop
Jungle Brothers,Hip Hop
Jungle Brothers,Rock
Avalon,Contemporary Christian
Pastor Troy,Fav
Pastor Troy,Hip Hop
Beachcrimes,No Genre
BKAYE,Electronic
Mac Miller,Hip Hop
Mac Miller,Pennsylvania
Tems,Afrobeats
Tems,R&B
Tems,Alté
Tems,Afrobeat
Brett Eldredge,Country
Brett Eldredge,Christmas
Lauren Spencer Smith,No Genre
Loe Shimmy,Drill
Mahalia,R&B
SAILORR,R&B
DJ Lucas Beat,Agronejo
DJ Lucas Beat,Piseiro
DJ Lucas Beat,Brazilian Funk
DJ Lucas Beat,Latin
Derik Fein,No Genre
王菲,1980S Hong Kong Debut
王菲,1990S
王菲,2000S
王菲,Actress
王菲,Pop
Tamino,Pop
Tamino,Alternative
Tamino,Alternative Singer/Songwriter
Tamino,Rock
dOMi,No Genre
Odeal,Afroswing
Odeal,Alté
Odeal,R&B
Odeal,Afrobeats
Odeal,Afrobeat
Pels P,R&B
GOT7,Pop
isle,No Genre
Battles,Electronic
Battles,Experimental
Battles,Rock
Hurricane Wisdom,No Genre
sombr,2020S
sombr,Pop
MF DOOM,Hip Hop
MF DOOM,Rap
daughters of eve,No Genre
Daniel Barenboim,Argentinian
Daniel Barenboim,Beethoven
Daniel Barenboim,Classical
Daniel Barenboim,Conductor
Daniel Barenboim,Pianist
Cynthia Erivo,Musical
JENNIE,Pop
fanfan,No Genre
Fong Fong,No Genre
GIVĒON,R&B
LOVELI LORI,No Genre
Sharon Van Etten,Folk
Sharon Van Etten,Rock
Gelo,No Genre
AntonioVivald,No Genre
OhGeesy,No Genre
ISOKNOCK,Electronic
ISOxo,Electronic
ISOxo,Trap
Martin Smith,K-Ballad
Pimmie,No Genre
JISOO,Pop
Fuerza Regida,Corrido
Fuerza Regida,Corridos Tumbados
Fuerza Regida,Corridos Bélicos
Fuerza Regida,Latin
Fuerza Regida,Sierreño
Fuerza Regida,Banda
Fuerza Regida,Electronic
Fuerza Regida,Sad Sierreño
Sammy Virji,Uk Garage
Sammy Virji,Bassline
Sammy Virji,Electronic
Luar La L,Trap
Hudson Westbrook,Country
ROEINON,Funk De Bh
6ix,No Genre
Sturdyyoungin,Electronic
Sturdyyoungin,Drill
ZEDDY WILL,Electronic
Caldwell,Hip Hop
Awich,Rap
Viagra Boys,Punk
Gavin Adcock,Country
Gavin Adcock,Red Dirt
Max Romeo,Reggae
Max Romeo,Roots Reggae
bataniyear,Drill
Ted Nugent,Rock
Audioslave,Rock
Audioslave,Alternative Metal
Seether,Rock
Seether,Alternative Metal
Trillian,Drill
Trillian,Electronic
SASAMI,Pop
SASAMI,Rock
SASAMI,Shoegaze
SASAMI,Singer-Songwriter
Minh Tuyết,Ballad
Minh Tuyết,Pop
Supreme,No Genre
The Paradox,Pop
UPC,No Genre
OkaySpade,Electronic
ecentral,No Genre
Frxzen,No Genre
December Avenue,OPM
December Avenue,Pinoy Indie
December Avenue,Pop
December Avenue,Harana
December Avenue,Pinoy Alternative
December Avenue,Kundiman
December Avenue,Batak
December Avenue,Rock
APO Hiking Society,OPM
APO Hiking Society,Harana
APO Hiking Society,Kundiman
APO Hiking Society,Rock
APO Hiking Society,Pop
MOIO,No Genre
Bic Runga,Rock
Bic Runga,New Zealand
Bic Runga,Pop
NOJO,No Genre
Wicked Beat Sound System,No Genre
Anna Yvette,Chillstep
Anna Yvette,Electronic
Sleep Token,Progressive Metal
Sleep Token,Metalcore
LIONE,Electronic
Madeon,Electronic
Madeon,Pop
René Jacobs,Belgian Conductor
René Jacobs,Belgian Countertenor
René Jacobs,Classical
René Jacobs,Conductor
René Jacobs,Countertenor
Stefan Wolf,Audio Drama
Stefan Wolf,German
Stefan Wolf,Has German Audio Plays
Stefan Wolf,Hörspiel
NURKO,Electronic
Vincent,Electronic
Vincent,Trap
MEDZ,Electronic
ayokay,No Genre
lama,Electronic
Harrison Lipton,No Genre
Kilo Kish,R&B
Kilo Kish,Pop
Chase & Status,Electronic
Chase & Status,Jungle
Koven,Electronic
Koven,Jazz
Koven,Drumstep
Koven,Chillstep
Barclay Crenshaw,No Genre
goddard.,Electronic
goddard.,Jazz
Fred again..,Electronic
ATLXS,Phonk
ATLXS,Brazilian Phonk
Nateki,Phonk
Nateki,Drift Phonk
Nateki,Brazilian Phonk
R2R MOE,Drill
Ebony Loren,No Genre
Rhyu,No Genre
SUPER EIGHT,Boy Band
SUPER EIGHT,Fixme Label Mess
SUPER EIGHT,Pop
SUPER EIGHT,Japanese
Offline,Electronic
Slyte,No Genre
Elise,No Genre
alan vuong,R&B
GhostDragon,Electronic
Alicia Keys,R&B
Alicia Keys,Jazz
Alicia Keys,Pop
Rusted Root,Jam Band
Matt Nathanson,Rock
Bill Withers,R&B
Matt and Kim,American
Matt and Kim,Américain
Matt and Kim,Pop
Matt and Kim,Usa
The Romantics,Pop
James Taylor,Rock
James Taylor,Singer-Songwriter
Four Tops,R&B
The Temptations,R&B
Dexys Midnight Runners,R&B
Dexys Midnight Runners,Rock
Dexys Midnight Runners,New Wave
The Monkees,Bubblegum
The Monkees,Pop
The Monkees,Soundtrack
The Four Seasons,Pop
The Four Seasons,Doo-Wop
The Four Seasons,Four Seasons
The Four Seasons,Rock
Rupert Holmes,Rock
Duck Sauce,Electronic
Tal Bachman,Rock
Toploader,Pop
Toploader,Rock
Mark Kealiʻi Hoʻomalu,Hawaiian
Phil Collins,Rock
Arcane,Rap
Arcane,Trap
MO,No Genre
Ash,Rock
Ash,Pop
Teddy Bunn,Jazz
FCG Heem,No Genre
Felix Mendelssohn,Classical
Felix Mendelssohn,Composer
Felix Mendelssohn,European
Felix Mendelssohn,German
Felix Mendelssohn,German Composer
Rauw Alejandro,Latin
Rauw Alejandro,Trap
Laura Story,Christian
Laura Story,Worship
Laura Story,Ccm
Ruby,Electronic
Ruby,Trip Hop
Reality Club,Indonesian Indie
So!YoON!,Rock
FLANNEL ALBERT,Rap
Ridh,Hip Hop
CyYu,Anime
Robin Trower,Blues
Robin Trower,Rock
Robin Trower,Pop
Robin Trower,English
&friends,Electronic
&friends,Afro Tech
David Bowie,Actors
David Bowie,Rock
David Bowie,Arrangers
David Bowie,Pop
Bay Swag,Drill
La Flor,No Genre
L3Ve,Phonk
Roga-Roga,No Genre
RÜFÜS DU SOL,Electronic
RÜFÜS DU SOL,Indietronica
Anthony Lazaro,Jazz
Isabel Pless,No Genre
Zooey Deschanel,Children'S Music
Emi Choi,Singer-Songwriter
no na,R&B
rusowsky,Neoperreo
Jon Bellion,Hip Hop
Jon Bellion,Pop
Christian Kuria,R&B
2 Lips,No Genre
Epik High,Rap
Epik High,Pop
Epik High,K-Ballad
Riff Wood,No Genre
Metric,00S
Metric,10S
Metric,Canada
Metric,Electronic
Metric,Female Vocalists
Aziz Hedra,Pop
flowerovlove,2020S
flowerovlove,Pop
El Michels Affair,R&B
El Michels Affair,Funk
El Michels Affair,Hip Hop
Mandy Moore,Pop
John Williams,2008 Universal Fire Victim
John Williams,Academy Award Winner
John Williams,American
John Williams,American Composer
John Williams,Classical
Vela,No Genre
Mokita,No Genre
Segzo,No Genre
Beach Vacation,Pop
RICEWINE,Pop
Plums,No Genre
Ginger Root,Pop
Françoise Hardy,Chanson
Françoise Hardy,Pop
Françoise Hardy,Variété Française
Françoise Hardy,Jazz
เรนิษรา,Pop
Frozen Starfall,Doujin
Frozen Starfall,Doujin Circle
Frozen Starfall,Touhou
Frozen Starfall,同人
Frozen Starfall,同人サークル
M2M,Pop
NEW CHAYAPAK,Pop
ป็อปปี้ ( เคโอติก),Pop
Kids That Fly,No Genre
Big Quarters,No Genre
Sure Sure,Rock
Sure Sure,La Indie
Mk.gee,R&B
Steve Marriott,2008 Universal Fire Victim
Steve Marriott,Rock
The Producer,No Genre
Geowulf,No Genre
Zippy Kid,Abstract
Zippy Kid,Electronic
Zippy Kid,Experimental
Zippy Kid,Hip Hop
Junior Varsity,Pop
Miniature Tigers,Rock
ONEFOUR,Drill
Ryan Gosling,No Genre
The Smashing Pumpkins,Rock
Third Eye Blind,Rock
Third Eye Blind,Favoritos
Third Eye Blind,Pop
Daydreamers,No Genre
Beaches,Alternative
Beaches,Rock
Deaton Chris Anthony,Pop
Deaton Chris Anthony,Electronic
Deaton Chris Anthony,R&B
Deaton Chris Anthony,Uk Garage
Deaton Chris Anthony,Vaporwave
Damn!,Rock
Fike,No Genre
Andrew Backhouse,No Genre
Sunn O))),Darkness
Sunn O))),Doom Metal
Sunn O))),Drone
Sunn O))),Drone Metal
Sunn O))),Rock
Axel Milberg,Actor
Axel Milberg,German Audiobook Reader
G-DRAGON,Pop
G-DRAGON,Rap
i-dle,Pop
MXFRUIT,Pop
Blush Response,Electronic
Ludwig van Beethoven,32 Sonatas
Ludwig van Beethoven,Beethoven Gardiner
Ludwig van Beethoven,Classical
Ludwig van Beethoven,Complete
natalie jinju,No Genre
Elaine Paige,British
Elaine Paige,English
Elaine Paige,Uk
beaunrlsd,No Genre
Ye,R&B
Ye,Hip Hop
Ye,Pop
aupinard,R&B
aupinard,Latin
Unflirt,No Genre
Michael Seyer,Pop
Oasis,Rock
Oasis,British
Oasis,Pop
bixby,No Genre
Linus Hablot,No Genre
Clifford Brown,Bebop
Clifford Brown,Hard Bop
Clifford Brown,Jazz
Hannah Bahng,No Genre
LBI利比,R&B
LBI利比,Pop
GAVIN:D,Hip Hop
GAVIN:D,Trap
GAVIN:D,Pop
Iron Maiden,Heavy Metal
Iron Maiden,Metal
Iron Maiden,Rock
Deep Purple,Rock
Europe,Glam Metal
Megadeth,Thrash Metal
Megadeth,Metal
Megadeth,Heavy Metal
Megadeth,Speed Metal
Pantera,Groove Metal
Pantera,Metal
Pantera,Thrash Metal
Pantera,Heavy Metal
Alper Esmer,No Genre
Honeyseed,No Genre
Silva,Brazilian
Krystyn MacGregor Confair,No Genre
LCN,No Genre
Andrew Bayer,Electronic
The Cure,New Wave
The Cure,Punk
The Cure,Rock
The Cure,Darkwave
Benches,No Genre
Semisonic,2008 Universal Fire Victim
Semisonic,Rock
Semisonic,Pop
The Growlers,Rock
Sequoia,No Genre
Imagined Space,No Genre
The Swinging Blue Jeans,Beat Music
The Swinging Blue Jeans,Merseybeat
Leningrad Cowboys,Rock
Leningrad Cowboys,Novelty
Tino Rossi,Cabaret
Tino Rossi,Chanson Française
Tino Rossi,European
Tino Rossi,French
Tino Rossi,French Singer
Violette Wautier,Pop
Parkmalody,Pop
DIDIxDADA,Pop
4EVE,Pop
MEYOU,Pop
MEYOU,Hip Hop
MEYOU X GALCHANIE,Pop
MEYOU X GALCHANIE,Hip Hop
Cosmo Pyke,Pop
HAIM,Rock
HAIM,Pop
HAIM,Leftfield
Birdy,Pop
Birdy,Singer-Songwriter
Dick Haymes,No Genre
Jax Jones,Electronic
Rachael Lampa,Christian
Rachael Lampa,Ccm
Rachael Lampa,Pop
Rachael Lampa,Worship
Elevation Worship,Worship
Elevation Worship,Christian
Elevation Worship,Ccm
Elevation Worship,Gospel
Elevation Worship,Pop
The Collingsworth Family,Southern Gospel
The Collingsworth Family,Country
The Collingsworth Family,Gospel
The Collingsworth Family,Christian
Caleb and Kelsey,Worship
Caleb and Kelsey,Christian
PRYVT,No Genre
Verena Möhring,No Genre
Addison Rae,2020S
Addison Rae,Pop
Addison Rae,R&B
Le John,OPM
Le John,Harana
Le John,Pop
MaSssuguMusic,No Genre
Cello,Pop
Chieko Baisho,Anime
Natasha Ghosh,Lo-fi
Senn,Lo-fi
Senn,Ambient
Slo Five,Jazz
Slo Five,Lo-fi
John Lee,Lo-fi
John Lee,Jazz
evän,Lo-fi
kanves,Lo-fi
Hippo Dreams,Lo-fi
DonLear,Lo-fi
luvbyrd,Lo-fi
Temple Of The Dog,Rock
America,Rock
Jet,Rock
Jet,Pop
Yellowcard,Pop
Yellowcard,Punk
Yellowcard,Emo
Sum 41,Pop
Sum 41,Punk
Kfir Ochaion,Covers
Kfir Ochaion,Electric Guitar
Dawes,Country
Dawes,Rock
Dawes,Indie
Dawes,Folk
Edvaldo,No Genre
Joan Baez,Folk
Joan Baez,Rock
Joan Baez,Singer-Songwriter
Haley Heynderickx,Folk
Haley Heynderickx,Country
Haley Heynderickx,Singer-Songwriter
Guitar Dreamers,Pop
Dany Gumilar,No Genre
Saxity,Electronic
Sébastien Hogge,No Genre
Smosh,Comedy
ADÉLA,Pop
ADÉLA,Singer-Songwriter
J-Wright,No Genre
Chad Wild Clay,No Genre
DeVita,Rap
HUNTR/X,Pop
Westlife,Adult Contemporary
Westlife,Ballad
Westlife,Boy Band
Westlife,Irish
Westlife,Pop
JORDANN,Pop
Karina Rykman,Jam Band
Matt Champion,Pop
Jonah Yano,Jazz
Hugo Wolf,Austrian Composer
Hugo Wolf,Classical
Hugo Wolf,Composer
Jana Kramer,Country
Gifted Hands,No Genre
HAUSER,Classical
Tongfei,No Genre
ZUTOMAYO,Pop
ZUTOMAYO,Rock
ZUTOMAYO,Anime
ZUTOMAYO,Japanese Indie
Geezer,Alternative Metal
Geezer,Blues
Geezer,Heavy Psych
CalledOut Music,R&B
CalledOut Music,African Gospel
CalledOut Music,Gospel
CalledOut Music,Worship
CalledOut Music,Pop
CalledOut Music,Christian
NEEDTOBREATHE,Christian
NEEDTOBREATHE,Folk
NEEDTOBREATHE,Rock
NEEDTOBREATHE,Ccm
NEEDTOBREATHE,Worship
Buddah Bless,No Genre
Poppy,Alternative Metal
Poppy,Ambient
Poppy,Pop
米卡,Pop
米卡,R&B
CORTIS,Pop
Nawhij,Lo-fi
Pascal Obispo,French
Pascal Obispo,Pop
Pascal Obispo,Singer-Songwriter
Laffey,Hip Hop
Laffey,Lo-fi
Shiraku 紫楽,Jazz
Shiraku 紫楽,Lo-fi
Dripbeatz4k,No Genre
54 Ultra,R&B
Kokoroko,Afrobeat
Kokoroko,Jazz
Kokoroko,World
Kokoroko,World Music
Chanel Beads,Lo-fi
William Lewis,No Genre
Snuggle,No Genre
David Parks & Silver,Jazz
Old Town Trio,Jazz
Figgy Mold,Jazz
21 Savage,Rap
21 Savage,Hip Hop
Rich The Kid,Trap
Lil Mosey,Rap
Lil Uzi Vert,Rap
Blueface,Rap
Blueface,Hip Hop
Blueface,Trap
A Boogie Wit da Hoodie,Rap
French Montana,Hip Hop
Xavier Weeks,Rap
DaBaby,Hip Hop
YoungBoy Never Broke Again,Rap
YoungBoy Never Broke Again,Hip Hop
YoungBoy Never Broke Again,Trap
Denzel Curry,Hip Hop
Denzel Curry,Rap
Pop Smoke,Drill
Lil Tjay,Drill
Lil Tjay,Rap
XXXTENTACION,Rap
Rod Wave,Trap
Luh Kel,No Genre
Relax,German
Relax,Ndw
Relax,Neue Deutsche Welle
Sleepy Hallow,Drill
Meek Mill,Rap
Migos,Trap
NAV,Rap
NLE Choppa,Rap
NLE Choppa,Hip Hop
iann dior,Rap
Vicknationz,No Genre
Ron Suno,Drill
Sheff G,Drill
Quando Rondo,Rap
Kendrick Lamar,Hip Hop
Trap Manny,Drill
Internet Money,Rap
Internet Money,Hip Hop
Internet Money,Trap
Young Thug,Rap
Young Thug,Trap
Future,Rap
Jay Critch,Drill
Smoove'L,Drill
Lil Durk,Drill
icyslug,No Genre
Joyner Lucas,Hip Hop
Lil Tecca,Rap
Ski Mask the Slump God,Hip Hop
Ski Mask the Slump God,Rap
Don Toliver,R&B
Don Toliver,Hip Hop
Don Toliver,Trap
Only The Family,Drill
Rozei,No Genre
Trippie Redd,Rap
Post Malone,2010S
Post Malone,2020S
Post Malone,R&B
Post Malone,Rap
Drake,Rap
Jack Harlow,English
Jack Harlow,Hip Hop
Jack Harlow,Rap
Lil Skies,Rap
Gunna,Rap
Teejayx6,_Private Tag 1
Teejayx6,Trap
Teejayx6,Hip Hop
Teejayx6,Rap
Lil Baby,English
Lil Baby,Hip Hop
Lil Baby,Rap
Lil Baby,Trap
Lil Yachty,Hip Hop
Lil Yachty,Trap
Roddy Ricch,Rap
Ace Hood,Hip Hop
Kevin Gates,Rap
Kevin Gates,Hip Hop
G Herbo,Drill
The Chicharones,Hip Hop
Davina Porter,No Genre
J.I the Prince of N.Y,Drill
J.I the Prince of N.Y,Trap
Lil Wayne,2000S
Lil Wayne,2010S
Lil Wayne,Criminal
Lil Wayne,Rap
Lil Wayne,Hip Hop
Coda,Anime
22Gz,Drill
Casanova,Drill
MaxThaDemon,Drill
Famous Dex,Hip Hop
Famous Dex,Trap
PnB Rock,Rap
Murda Beatz,Trap
Garden of Delight,Rock
Garden of Delight,Folk
Metro Boomin,Hip Hop
Metro Boomin,Trap
Tee Grizzley,Trap
Tee Grizzley,Hip Hop
Plies,Hip Hop
Rvssian,Trap
Quality Control,No Genre
Cordae,Hip Hop
Cordae,Rap
Cordae,R&B
24kGoldn,2020S
24kGoldn,Rap
24kGoldn,English
24kGoldn,Hip Hop
Mustard,R&B
Mustard,Hip Hop
Mustard,Ratchet Music
Mustard,Trap
Lorde,2010S
Lorde,Pop
Lorde,Rock
Camila Cabello,Pop
Pitbull,2000S
Pitbull,2010S
Pitbull,Electronic
Pitbull,Pop
Tyga,Hip Hop
Tyga,Rap
Tyga,Ratchet Music
Tyga,Trap
5 Seconds of Summer,No Genre
"Tyler, The Creator",Hip Hop
"Tyler, The Creator",Horrorcore
Tove Lo,Pop
Tove Lo,R&B
Tove Lo,Female Vocals
Cardi B,Pop
Cardi B,Hip Hop
Kesha,Crunkcore
Kesha,Pop
Kesha,Electronic
Gym Class Heroes,Pop
Gym Class Heroes,Hip Hop
Gym Class Heroes,Rap
Khaled,Algerian
Khaled,Arabic
Khaled,French
Khaled,North African
Khaled,Raï
Kanye West,Rap
Lauv,Pop
Lauv,Queer
Bruno Mars,No Genre
Waka Flocka Flame,Rap
Waka Flocka Flame,Hip Hop
Waka Flocka Flame,Trap
OneRepublic,Pop
Snakehips,No Genre
Ne‐Yo,R&B
Ne‐Yo,Pop
Ne‐Yo,Electronic
Ne‐Yo,Hip Hop
Demi Lovato,Pop
Demi Lovato,English
Demi Lovato,Female Vocals
SZA,R&B
Daft Punk,Electronic
Rihanna,Barbadian
Rihanna,R&B
Rihanna,Electronic
Rihanna,Pop
OMI,Afrobeats
OMI,Pop
OMI,Electronic
CeeLo Green,2010S
CeeLo Green,R&B
CeeLo Green,Hip Hop
CeeLo Green,Funk
LunchMoney Lewis,Pop
LunchMoney Lewis,Electronic
LunchMoney Lewis,Nu-Disco
LunchMoney Lewis,Rap
Clean Bandit,Electronic
Clean Bandit,Pop
Clean Bandit,English
Avicii,Electronic
The Script,Breakeven
The Script,Pop
The Script,Rock
Comethazine,No Genre
Rick Ross,Hip Hop
Playboi Carti,Rap
benny blanco,English
benny blanco,Pop
H.E.R.,R&B
Bankrol Hayden,Rap
Chris Brown,R&B
YNW Melly,Rap
Khalid,R&B
Khalid,Hip Hop
Khalid,Leftfield
Khalid,Pop
Kodak Black,Hip Hop
Kodak Black,Rap
Kodak Black,Trap
Juice WRLD,Rap
Jay Gwuapo,Drill
Ryan Adams,Country
Ryan Adams,Rock
Ryan Adams,American
Travis Barker,Rap
Shordie Shordie,Trap
Russ,R&B
Rae Sremmurd,Hip Hop
Rae Sremmurd,Rap
Rae Sremmurd,Trap
PARTYNEXTDOOR,R&B
PARTYNEXTDOOR,Trap
MarMar Oso,No Genre
Lxst,Rap
YungManny,No Genre
Vance Joy,Pop
Quin NFN,No Genre
DRAM,No Genre
LBS Kee'vin,No Genre
Smokepurpp,Hip Hop
Smokepurpp,Trap
The Boys Choir of Harlem,No Genre
Fivio Foreign,Drill
YBN Nahmir,Rap
YBN Nahmir,Hip Hop
YBN Nahmir,Trap
J. Cole,Rap
Sada Baby,Ape Shyt
Sada Baby,Rap
Sada Baby,Trap
Sada Baby,Hip Hop
KYLE,Hip Hop
KYLE,K.I.D
KYLE,Kyle
KYLE,Rap
KYLE,Us
Prostitute Disfigurement,Death Metal
Prostitute Disfigurement,Grindcore
JACKBOYS,No Genre
Travis Scott,Rap
Black Sabbath,British
Black Sabbath,Rock
Black Sabbath,Doom Metal
Black Sabbath,Heavy Metal
M.A. Numminen,Rock
Calboy,Rap
Tory Lanez,Hip Hop
Tory Lanez,R&B
Tory Lanez,Electronic
YSN Flow,Rap
Yella Beezy,Hip Hop
Quinn XCII,Pop
Wiz Khalifa,Rap
Showtime,No Genre
WALK THE MOON,Rock
WALK THE MOON,Pop
Kygo,Electronic
Train,Pop
Imagine Dragons,Pop
Imagine Dragons,Rock
Imagine Dragons,Indietronica
The Chainsmokers,2010S
The Chainsmokers,Pop
The Chainsmokers,Electronic
Zedd,Electronic
Charlie Puth,Pop
Tom Spander,No Genre
MØ,Pop
DDG,Trap
DNCE,No Genre
Cheat Codes,Electronic
Iggy Azalea,Hip Hop
Iggy Azalea,Rap
Iggy Azalea,Trap
Adele,Pop
Marc E. Bassy,No Genre
Bazzi,Pop
